name,dogFriendly,groceryStores,neighborsFriendly,parkingEasy,yard,communityEvents,sidewalks,walkNight,fiveYears,kidsOutside,car,restaurants,streets,holiday,quiet,wildlife
neighborhood823,0.67,0.20,0.16,0.34,0.70,0.68,0.46,0.53,0.57,0.70,0.77,0.32,0.68,0.70,0.85,0.32
neighborhood824,0.96,0.22,0.44,0.47,0.28,0.79,0.20,0.06,0.30,0.09,0.29,0.16,0.15,0.66,0.50,0.46
neighborhood825,0.59,0.74,0.85,0.46,0.97,0.50,0.04,0.52,0.83,0.28,0.79,0.71,0.94,0.61,0.97,0.81
neighborhood826,0.03,0.72,0.91,0.95,0.90,0.53,0.36,0.07,0.14,0.92,0.73,0.88,1.00,0.91,0.44,0.52
neighborhood827,0.48,0.14,0.35,0.20,0.24,0.07,0.75,0.63,0.42,0.98,0.91,0.11,0.03,0.45,0.10,0.45
neighborhood828,0.92,0.07,0.88,0.11,0.94,0.23,0.71,1.00,0.66,0.74,0.52,0.37,0.34,0.82,0.82,0.37
neighborhood829,0.11,0.66,0.35,0.12,0.57,0.16,0.58,0.49,0.45,0.42,0.80,0.91,0.09,0.30,0.65,0.87
neighborhood830,0.89,0.15,0.82,0.90,0.94,0.08,0.17,0.31,0.10,0.37,0.13,0.30,0.33,0.93,0.10,0.73
neighborhood831,0.39,0.03,0.83,0.38,0.03,0.34,0.23,0.31,0.94,0.14,0.70,0.88,0.51,0.67,0.41,0.97
neighborhood832,0.66,0.77,0.80,0.87,0.53,0.03,0.99,0.31,0.88,0.47,0.87,0.30,0.51,0.57,0.47,0.76
neighborhood833,0.27,0.07,0.43,0.12,0.79,0.13,0.98,0.42,0.72,0.83,0.85,0.86,0.07,0.34,0.11,0.91
neighborhood834,0.71,0.36,0.11,0.11,0.71,0.19,0.73,0.45,0.40,0.91,0.23,0.03,0.86,0.41,0.93,0.34
neighborhood835,0.59,0.94,0.20,0.87,0.63,0.49,0.85,0.15,0.09,0.37,0.57,0.07,0.87,0.40,0.56,0.13
neighborhood836,0.27,0.74,0.82,0.61,0.43,0.68,0.51,0.39,0.18,0.82,0.01,0.63,0.75,0.97,0.39,0.93
neighborhood837,0.71,0.22,0.20,0.11,0.00,0.16,0.98,0.25,0.25,0.15,1.00,0.62,0.28,0.85,0.68,0.04
neighborhood838,0.84,0.78,0.15,0.53,0.49,0.75,0.92,0.01,0.27,0.80,0.32,0.93,0.90,0.26,0.43,0.94
neighborhood839,0.78,0.59,0.83,0.84,0.49,0.77,0.48,0.00,0.69,0.60,0.26,0.19,0.98,0.92,0.51,0.22
neighborhood840,0.23,0.42,0.97,0.82,0.24,0.52,0.17,0.32,0.36,0.12,0.05,0.69,0.16,0.37,0.48,0.69
neighborhood841,0.88,0.44,0.26,0.65,0.19,0.03,0.51,0.71,0.52,0.22,0.73,0.17,0.49,0.83,0.96,0.42
neighborhood842,0.13,0.66,0.61,0.79,0.58,0.19,0.28,0.27,0.91,0.77,0.35,0.23,0.28,0.37,0.70,0.10
neighborhood843,0.47,0.57,0.04,0.85,0.01,0.81,0.61,0.22,0.81,0.06,0.73,0.54,0.48,0.62,0.52,0.50
neighborhood844,0.68,0.87,0.88,0.46,0.46,0.22,0.29,0.38,0.90,0.29,0.73,0.67,0.98,0.53,0.86,0.20
neighborhood845,0.94,0.33,0.50,0.42,0.37,0.63,1.00,0.14,0.53,0.99,0.88,0.05,0.73,0.57,0.98,0.96
neighborhood846,0.25,0.84,0.61,0.45,0.04,0.42,0.86,0.37,0.24,0.21,0.62,0.81,0.23,0.64,0.49,0.52
neighborhood847,0.78,0.65,0.30,0.85,0.54,0.94,0.10,0.42,0.59,0.10,0.52,0.92,0.88,0.30,0.09,0.18
neighborhood848,0.89,0.39,0.90,0.49,0.00,0.60,0.99,0.16,0.95,0.18,0.61,0.43,0.88,0.24,0.96,0.04
neighborhood849,0.08,0.78,0.86,0.52,0.00,0.49,0.94,0.17,0.62,0.42,0.75,0.42,0.36,0.35,0.81,0.98
neighborhood850,1.00,0.16,0.05,0.05,0.73,0.24,0.06,0.91,0.75,0.10,0.09,0.00,0.29,0.11,0.36,0.65
neighborhood851,0.67,0.93,0.22,0.48,0.77,0.84,0.05,0.99,0.28,0.21,0.24,0.75,0.68,0.93,0.65,0.74
neighborhood852,0.93,0.37,0.82,0.81,0.67,0.03,0.28,0.85,0.38,0.13,0.45,0.66,0.12,0.82,0.58,0.61
neighborhood853,0.61,0.92,0.96,0.67,0.79,0.36,0.05,0.12,0.31,0.58,0.06,0.36,0.34,0.62,0.23,0.66
neighborhood854,0.96,0.30,0.88,0.44,0.41,0.77,0.31,0.77,0.62,0.54,0.09,0.89,0.45,0.98,0.98,0.51
neighborhood855,0.08,0.11,0.19,0.63,0.06,0.67,0.37,0.97,0.17,0.91,0.36,0.83,0.31,0.44,0.94,0.66
neighborhood856,0.25,0.42,0.40,0.31,0.05,0.45,0.58,0.10,0.08,0.64,0.31,0.95,0.15,0.99,0.08,0.15
neighborhood857,0.62,0.56,0.63,0.79,0.06,0.66,0.40,0.18,0.48,0.83,0.51,0.79,0.43,0.17,0.87,0.72
neighborhood858,0.20,0.86,0.08,0.15,0.30,0.31,0.20,0.04,0.47,0.22,0.79,0.70,0.51,0.96,0.78,0.62
neighborhood859,0.57,0.04,0.02,0.51,0.67,0.51,0.23,0.40,0.84,0.97,0.20,0.75,0.63,0.78,0.89,0.75
neighborhood860,0.48,0.20,0.17,0.90,0.82,0.74,0.26,0.34,0.26,0.95,0.57,0.19,0.06,0.14,0.46,0.11
neighborhood861,0.45,0.09,0.65,0.84,0.35,0.14,0.87,0.65,0.27,0.42,0.35,0.02,0.99,0.62,0.39,0.23
neighborhood862,0.07,0.34,0.34,0.09,0.56,0.13,0.50,0.49,0.70,0.05,0.38,0.44,0.27,0.80,0.14,0.56
neighborhood863,0.75,0.11,0.57,0.21,0.70,0.65,0.73,0.14,0.64,0.60,0.39,0.61,0.52,0.70,0.13,0.51
neighborhood864,0.94,0.19,0.62,0.36,0.19,0.34,0.22,0.79,0.10,0.15,0.86,0.70,0.24,0.32,0.25,0.79
neighborhood865,0.81,0.95,0.43,0.40,0.10,0.68,0.21,0.28,0.01,0.56,0.92,0.83,0.58,0.65,0.85,0.51
neighborhood866,0.87,0.86,0.21,0.47,0.14,0.77,0.20,0.02,0.18,0.14,0.72,0.65,0.24,0.57,0.39,0.93
neighborhood867,0.11,0.17,0.24,0.51,0.10,0.62,0.47,0.87,0.30,0.83,0.28,0.95,0.76,0.71,0.76,0.61
neighborhood868,0.22,0.20,0.49,0.87,0.38,0.32,0.07,0.55,0.77,0.75,0.66,0.40,0.97,0.20,0.89,0.63
neighborhood869,0.53,0.60,0.60,0.49,0.26,0.63,0.31,0.67,0.22,0.65,0.50,0.13,0.09,0.27,0.69,0.01
neighborhood870,0.29,0.23,0.33,0.73,0.74,0.31,0.19,0.08,0.26,0.19,0.04,0.97,0.75,0.43,0.15,0.87
neighborhood871,0.78,0.14,0.50,0.02,0.46,0.14,0.31,0.89,0.43,0.56,0.58,0.30,0.31,0.88,0.86,0.72
neighborhood872,0.26,0.29,0.62,0.27,0.63,0.96,0.76,0.60,0.70,0.66,0.56,0.03,0.26,0.64,0.82,0.12
neighborhood873,0.58,0.47,0.87,0.52,0.77,0.60,0.40,0.46,0.74,0.41,0.91,0.70,0.10,0.47,0.23,0.12
neighborhood874,0.88,0.50,0.83,0.69,1.00,0.86,0.10,0.58,0.17,0.68,0.46,0.77,0.49,0.43,0.14,0.89
neighborhood875,0.20,0.60,0.59,0.23,0.46,0.65,0.83,0.63,0.98,0.34,0.63,0.76,0.79,0.55,0.75,0.74
neighborhood876,0.06,0.05,0.31,0.19,0.02,0.30,0.65,0.46,0.30,0.60,0.92,0.71,0.87,0.08,0.55,0.03
neighborhood877,0.39,0.33,0.74,0.82,0.59,0.70,0.19,0.79,0.49,0.42,0.93,0.00,0.24,0.21,0.79,0.89
neighborhood878,0.32,0.34,0.84,0.10,0.56,0.98,0.95,0.59,0.08,0.18,0.56,0.36,0.87,0.36,0.30,0.03
neighborhood879,0.26,0.32,0.71,0.60,0.53,0.80,0.26,0.82,0.19,0.24,0.96,0.79,0.27,0.73,0.06,0.27
neighborhood880,0.67,0.72,0.57,0.62,0.34,0.27,0.37,0.50,0.76,0.86,0.38,0.47,0.11,0.23,0.85,0.79
neighborhood881,0.17,0.04,0.38,0.97,0.94,0.73,0.22,0.62,0.80,0.74,0.68,0.30,0.26,0.50,0.94,0.06
neighborhood882,0.68,0.79,0.23,0.05,0.88,0.93,0.46,0.81,0.49,0.04,0.29,0.85,0.22,0.85,0.75,0.40
neighborhood883,0.31,0.85,0.44,0.80,0.03,0.90,0.36,0.85,0.75,0.68,0.34,0.93,0.52,0.61,0.08,0.46
neighborhood884,0.02,0.57,0.53,0.06,0.35,0.41,0.55,0.84,0.08,0.35,0.49,0.76,0.03,0.64,0.75,0.47
neighborhood885,0.16,0.86,0.71,0.60,0.26,0.45,0.17,0.09,0.96,0.19,0.58,0.95,0.13,0.85,0.72,0.85
neighborhood886,0.88,0.01,0.19,0.27,0.61,0.92,0.49,0.54,0.37,0.71,1.00,0.60,0.94,0.57,0.71,0.97
neighborhood887,0.77,0.30,0.57,0.19,0.27,0.37,0.49,0.42,0.12,0.44,0.05,0.13,0.88,0.45,0.99,0.51
neighborhood888,0.63,0.41,1.00,0.76,0.99,0.90,0.92,0.93,0.07,0.30,0.02,0.04,0.55,0.06,0.88,0.06
neighborhood889,0.59,0.50,0.09,0.42,0.93,0.60,0.99,0.12,0.52,0.50,0.24,0.09,0.46,0.11,0.36,0.13
neighborhood890,0.88,0.66,0.07,0.07,0.12,0.08,0.31,0.53,0.36,0.22,0.11,0.87,0.31,0.47,0.36,0.99
neighborhood891,0.49,0.09,0.09,0.49,0.90,0.04,0.33,0.63,0.60,0.36,0.37,0.90,0.96,0.92,0.36,0.05
neighborhood892,0.50,0.04,0.73,0.02,0.77,0.54,0.03,0.98,0.03,0.60,0.73,0.24,0.09,0.30,0.81,0.34
neighborhood893,0.92,0.92,0.63,0.98,0.12,0.71,0.17,0.89,0.14,0.86,0.91,0.59,0.35,0.96,0.39,0.61
neighborhood894,0.35,0.40,0.88,0.02,0.48,0.08,0.16,0.70,0.63,0.59,0.43,0.52,0.62,0.97,0.93,0.15
neighborhood895,0.52,0.83,0.84,0.83,0.10,0.72,0.69,0.19,0.51,0.93,0.68,0.08,0.74,0.35,0.47,0.97
neighborhood896,0.31,0.94,0.13,0.30,0.78,0.03,0.17,0.23,0.12,0.19,0.03,0.64,0.78,0.19,0.88,0.68
neighborhood897,0.38,0.17,0.91,0.08,0.58,0.60,0.68,0.92,0.24,0.49,0.34,0.59,0.21,0.69,0.24,0.08
neighborhood898,0.14,0.11,0.50,0.37,0.08,0.19,0.43,0.87,0.83,0.20,0.43,0.48,0.23,0.79,0.17,0.77
neighborhood899,0.59,0.46,0.34,0.43,0.73,0.66,0.26,0.46,0.23,0.89,0.14,0.10,0.43,0.86,0.17,0.32
neighborhood900,0.05,0.79,0.54,0.98,0.13,0.26,0.51,0.34,0.29,0.54,0.48,0.18,0.65,0.72,0.09,0.73
neighborhood901,0.80,0.65,0.65,0.75,0.15,0.27,0.92,0.96,0.08,0.11,0.01,0.69,0.52,0.36,0.95,0.74
neighborhood902,0.36,0.97,0.05,0.79,0.84,0.96,0.73,0.84,0.41,0.90,0.27,0.73,0.52,0.08,0.15,0.09
neighborhood903,0.79,0.81,0.05,0.58,0.33,0.13,0.63,0.49,0.80,0.06,0.78,0.23,0.30,0.07,0.54,0.19
neighborhood904,0.80,0.89,0.14,0.50,0.66,0.02,0.91,0.19,0.04,0.44,0.96,0.55,0.29,0.39,0.77,0.40
neighborhood905,0.81,0.24,0.03,0.81,0.63,0.56,0.90,0.12,0.41,0.07,0.01,0.63,0.29,0.29,0.36,0.25
neighborhood906,0.07,0.60,0.86,0.98,0.49,0.08,0.93,0.39,0.49,0.07,0.17,0.19,0.51,0.04,0.47,0.39
neighborhood907,0.00,0.20,0.05,0.00,0.73,0.10,0.32,0.74,0.30,0.44,0.70,0.38,0.25,0.63,0.15,0.77
neighborhood908,0.19,0.12,0.88,0.93,0.22,0.54,0.52,0.53,0.74,0.26,0.82,0.57,0.94,0.97,0.54,0.92
neighborhood909,0.76,0.24,0.10,0.40,0.08,0.94,0.82,0.54,0.37,0.51,0.30,0.84,0.60,0.48,0.37,0.85
neighborhood910,0.85,0.53,0.88,0.96,0.48,0.19,0.32,0.98,0.64,0.84,0.66,0.60,0.31,0.34,0.04,0.15
neighborhood911,0.58,0.50,0.10,0.49,0.11,0.99,0.12,0.18,0.51,0.97,0.27,0.79,0.66,0.56,0.78,0.04
neighborhood912,0.54,0.22,0.65,0.01,0.89,0.84,0.98,0.16,0.77,0.49,0.13,0.23,0.01,0.07,0.23,0.87
neighborhood913,0.48,0.58,0.78,0.46,0.28,0.16,0.73,0.41,0.82,0.73,0.46,0.86,0.95,0.48,0.45,0.42
neighborhood914,0.38,0.94,0.92,0.10,0.61,0.64,0.64,0.66,0.85,0.95,0.39,0.77,0.11,0.38,0.08,0.05
neighborhood915,0.65,0.08,0.65,0.29,0.33,0.95,0.13,0.09,0.66,0.01,0.84,0.11,0.57,0.50,0.42,0.46
neighborhood916,0.11,0.05,0.13,0.13,0.30,0.62,0.77,0.00,0.40,0.95,0.93,0.85,0.31,0.94,0.31,0.77
neighborhood917,0.39,0.82,0.49,0.92,0.62,0.25,0.29,0.16,0.76,0.44,0.27,0.35,0.33,0.87,0.66,1.00
neighborhood918,0.61,0.71,0.75,0.45,0.82,0.21,0.01,0.52,0.41,0.07,0.99,0.07,0.89,0.39,0.63,0.49
neighborhood919,0.34,0.95,0.17,0.11,0.50,0.78,0.25,0.21,0.34,0.33,0.76,0.53,0.42,0.94,0.99,0.23
neighborhood920,0.88,0.11,0.29,0.00,0.96,0.97,0.74,0.44,0.53,0.27,0.33,0.28,0.75,0.95,0.51,0.06
neighborhood921,0.33,0.21,0.32,0.52,0.96,0.25,0.47,0.20,0.14,0.96,0.45,0.53,0.54,0.30,0.00,0.57
neighborhood922,0.31,1.00,0.79,0.20,0.40,0.52,0.00,0.91,0.58,0.94,0.64,0.86,0.73,0.36,0.55,0.21
neighborhood923,0.38,0.40,0.80,0.79,0.69,0.78,0.83,0.20,0.60,0.79,0.96,0.31,0.73,0.15,0.66,0.37
neighborhood924,0.08,0.79,0.73,0.60,0.59,0.77,0.67,0.08,0.11,0.79,0.74,0.97,0.68,0.90,0.56,0.85
neighborhood925,0.97,0.52,0.20,0.40,0.29,0.97,0.52,0.39,0.10,0.01,0.55,0.02,0.71,0.94,0.69,0.59
neighborhood926,0.15,0.84,0.12,0.40,0.11,0.37,0.25,0.00,0.87,0.08,0.37,0.51,0.85,0.02,0.16,0.71
neighborhood927,0.31,0.87,0.67,0.40,0.74,0.59,0.70,0.96,0.99,0.91,0.23,0.03,0.21,0.65,0.38,0.97
neighborhood928,0.40,0.08,0.34,0.83,0.10,0.38,0.36,0.91,0.25,0.23,0.83,0.53,0.22,0.01,0.26,0.95
neighborhood929,0.29,0.19,0.27,0.46,0.28,0.39,0.95,0.89,0.23,0.96,0.02,0.01,0.95,0.97,0.71,0.91
neighborhood930,0.68,0.83,0.57,0.51,0.65,0.27,0.32,0.85,0.04,0.72,0.28,0.33,0.19,0.95,0.74,0.67
neighborhood931,0.64,0.55,0.06,0.28,0.47,0.56,0.35,0.00,0.90,0.06,0.28,0.72,0.96,0.82,0.04,0.69
neighborhood932,0.31,0.70,0.44,0.90,0.65,0.25,0.92,0.89,0.76,0.78,0.52,0.05,0.75,0.70,0.17,0.24
neighborhood933,0.56,0.34,0.43,0.96,0.16,0.87,0.57,0.11,0.11,0.94,0.27,0.25,0.98,0.50,0.70,0.86
neighborhood934,0.05,0.25,0.01,0.45,0.11,0.75,0.24,0.60,0.44,0.20,0.68,0.93,0.78,0.35,0.35,0.59
neighborhood935,0.36,0.33,0.35,0.51,0.51,0.74,0.10,0.12,0.40,0.94,0.49,0.07,0.55,0.09,0.52,0.64
neighborhood936,0.25,0.64,0.38,0.05,0.58,0.82,0.40,0.99,0.39,0.87,0.19,0.43,0.36,0.73,0.84,0.46
neighborhood937,0.56,0.75,0.97,0.03,0.14,0.17,0.31,0.45,0.96,0.58,0.84,0.47,0.65,0.83,0.67,0.76
neighborhood938,0.12,0.37,0.43,0.54,0.48,0.71,0.43,0.85,0.34,0.55,0.75,0.45,0.88,0.23,0.34,0.76
neighborhood939,0.63,0.94,0.59,0.68,0.29,0.67,0.43,0.07,0.88,0.53,0.78,0.88,0.58,0.14,0.69,0.73
neighborhood940,0.77,0.33,0.34,0.67,0.50,0.20,0.34,0.84,0.74,0.59,0.75,0.41,0.13,0.94,0.44,0.18
neighborhood941,0.25,0.92,0.66,0.06,0.56,0.68,0.65,0.91,0.73,0.24,0.10,0.46,0.57,0.39,0.77,0.50
neighborhood942,0.26,0.33,0.08,0.54,0.04,0.34,0.80,0.50,0.71,0.27,0.13,0.39,0.63,0.87,0.85,0.54
neighborhood943,0.06,0.09,0.87,0.09,0.27,0.43,0.20,0.68,0.93,0.59,0.12,0.85,0.24,0.02,0.95,0.81
neighborhood944,0.36,0.59,0.48,0.70,0.61,0.29,0.58,0.89,0.12,0.45,0.22,0.48,0.73,0.41,0.61,0.08
neighborhood945,0.07,0.84,0.77,0.08,0.83,0.58,0.78,0.56,0.72,0.01,0.12,0.66,0.19,0.54,0.04,0.47
neighborhood946,0.84,0.42,0.64,0.76,0.23,0.35,0.14,0.34,0.24,0.67,0.49,0.30,0.96,0.59,0.10,0.22
neighborhood947,0.12,0.75,0.49,0.67,0.16,0.43,0.46,0.50,0.73,0.19,0.46,0.91,0.02,0.01,0.61,0.79
neighborhood948,0.92,0.26,0.14,0.24,0.51,0.19,0.76,0.97,0.21,0.93,0.26,0.08,0.36,0.83,0.00,0.40
neighborhood949,0.44,1.00,0.02,0.66,0.49,0.07,0.14,0.42,0.02,0.07,0.88,0.02,0.07,0.78,0.51,0.94
neighborhood950,0.85,0.40,0.12,0.89,0.23,0.64,0.48,0.34,0.94,0.85,0.80,0.55,0.85,0.04,0.40,0.15
neighborhood951,0.09,0.47,0.08,0.12,0.87,0.07,0.36,0.42,0.06,0.99,0.99,0.85,0.61,0.52,0.43,0.97
neighborhood952,0.80,0.02,0.52,0.38,0.24,0.25,0.79,0.15,0.77,0.06,0.88,0.51,0.30,0.71,0.59,0.94
neighborhood953,0.87,0.75,0.28,0.70,0.63,0.76,0.34,0.23,0.03,0.82,0.38,0.14,0.14,0.75,0.16,0.76
neighborhood954,0.22,0.99,0.89,0.14,0.63,0.14,0.82,0.11,0.56,0.66,0.14,0.14,0.49,0.92,0.92,0.33
neighborhood955,0.04,0.67,0.52,0.20,0.81,0.99,0.72,0.71,0.60,0.20,0.22,0.60,0.96,0.46,0.05,0.21
neighborhood956,0.21,1.00,0.96,0.02,0.51,0.25,0.84,0.96,0.45,0.62,0.67,0.93,0.51,0.41,0.03,0.40
neighborhood957,0.69,0.27,0.06,0.01,0.79,0.17,0.85,0.11,0.30,0.56,0.85,0.32,0.38,0.94,0.90,0.82
neighborhood958,0.95,0.21,0.22,0.24,0.77,0.13,0.92,0.12,0.65,0.82,0.49,0.67,0.68,0.13,0.86,0.55
neighborhood959,0.75,0.46,0.61,0.27,0.05,0.27,0.30,0.95,0.91,0.44,0.55,0.70,0.22,0.14,0.16,0.92
neighborhood960,0.58,0.52,0.14,0.81,0.55,0.21,0.59,0.32,0.22,0.76,0.46,0.81,0.53,0.90,0.86,0.07
neighborhood961,0.51,0.09,0.85,0.40,0.64,0.28,0.75,0.42,0.28,0.45,0.12,0.50,0.16,0.22,0.82,0.73
neighborhood962,0.64,0.20,0.72,0.64,0.27,0.10,0.83,0.91,0.71,0.90,0.54,0.13,0.01,0.25,0.28,0.35
neighborhood963,0.32,0.38,0.44,0.72,0.72,0.18,0.97,0.82,0.32,0.44,0.70,0.03,0.14,0.23,0.31,0.23
neighborhood964,0.95,0.21,0.84,0.60,0.48,0.24,0.59,0.17,0.76,0.79,0.40,0.20,0.17,0.17,0.93,0.48
neighborhood965,0.99,0.95,0.61,0.29,0.88,0.32,0.26,0.10,0.63,0.05,0.88,0.89,0.13,0.43,0.77,0.50
neighborhood966,0.54,0.52,0.89,0.66,0.75,0.80,0.19,0.89,0.47,0.63,0.11,0.66,0.33,0.67,0.33,0.06
neighborhood967,0.73,0.19,0.90,0.95,0.24,0.20,0.24,0.93,0.31,0.28,0.51,0.97,0.67,0.10,0.92,0.73
neighborhood968,0.40,0.80,0.46,0.77,0.04,0.09,0.46,0.48,1.00,0.68,0.30,0.22,0.64,0.69,0.29,0.28
neighborhood969,0.66,0.23,0.07,0.15,0.90,0.84,0.07,0.28,0.74,0.32,0.59,0.13,0.49,0.22,0.69,0.25
neighborhood970,0.32,0.35,0.26,0.62,0.41,0.94,0.70,0.74,0.43,0.78,0.13,0.28,0.65,0.84,0.07,0.21
neighborhood971,0.32,0.92,0.37,0.57,0.10,0.11,0.53,0.90,0.45,0.40,0.16,0.70,0.36,0.41,0.74,0.46
neighborhood972,0.59,0.31,0.92,0.56,0.65,0.83,0.70,0.94,0.79,0.95,0.43,0.75,0.95,0.86,0.18,0.68
neighborhood973,0.44,0.62,0.50,0.19,0.75,0.99,0.32,0.34,0.01,0.53,0.84,0.71,0.51,0.49,0.63,0.21
neighborhood974,0.89,0.18,0.99,0.58,0.55,0.59,0.24,0.28,0.61,0.22,0.97,0.76,0.60,0.40,0.78,0.56
neighborhood975,0.84,0.95,0.60,0.79,0.41,0.79,0.20,0.36,0.20,0.22,0.18,0.04,0.59,0.04,0.43,0.66
neighborhood976,0.42,0.49,0.43,0.04,0.42,0.69,0.86,0.96,0.62,0.12,0.95,0.43,0.87,0.09,0.83,0.22
neighborhood977,0.87,0.78,0.90,0.24,0.00,0.75,0.50,0.46,0.08,0.34,0.88,0.27,0.74,0.93,0.18,0.94
neighborhood978,0.30,0.42,0.04,0.67,0.54,0.89,0.11,0.05,0.80,0.32,0.20,0.91,0.41,0.93,0.10,0.81
neighborhood979,0.85,0.01,0.27,0.77,0.96,0.32,0.47,0.67,0.58,0.26,0.21,0.52,0.27,0.08,0.46,0.85
neighborhood980,0.60,0.72,0.14,0.01,0.60,0.79,0.37,0.94,0.59,0.32,0.77,0.14,0.41,0.54,0.22,0.62
neighborhood981,0.46,0.20,0.27,0.92,0.94,0.45,0.27,0.23,0.26,0.52,0.28,0.93,0.34,0.20,0.11,0.16
neighborhood982,0.24,0.17,0.51,0.86,0.39,0.18,0.03,0.89,0.08,0.51,0.83,0.02,0.17,0.85,0.73,0.58
neighborhood983,0.96,0.73,0.47,0.02,0.87,0.74,0.68,0.31,0.05,0.50,0.87,0.38,0.93,0.10,0.71,0.53
neighborhood984,0.44,0.02,0.69,0.93,0.16,0.83,0.19,0.82,0.30,0.66,0.25,0.37,0.14,0.46,0.13,0.03
neighborhood985,0.26,0.88,0.74,0.44,0.58,0.38,0.28,0.08,0.04,0.34,0.97,0.41,0.90,0.15,0.76,0.66
neighborhood986,0.09,0.95,0.17,0.28,0.01,0.20,0.85,0.07,0.95,0.30,0.07,0.51,0.70,0.96,0.59,0.79
neighborhood987,0.28,0.12,0.78,0.25,0.92,0.51,0.99,0.59,0.83,0.90,0.40,0.01,0.10,0.25,0.08,0.44
neighborhood988,0.34,0.77,0.26,0.44,0.67,0.03,0.28,0.39,0.31,0.84,0.83,0.08,0.80,0.69,0.24,0.82
neighborhood989,0.79,0.68,0.11,0.06,0.92,0.25,0.63,0.14,0.85,0.04,0.14,0.12,0.17,0.90,0.39,0.62
neighborhood990,0.98,0.85,0.34,0.82,0.90,0.76,0.35,0.37,0.02,0.86,0.52,0.73,0.64,0.32,0.66,0.08
neighborhood991,0.95,0.40,0.06,0.04,0.13,0.04,0.22,0.99,0.63,0.50,0.84,0.10,0.34,0.96,0.31,0.24
neighborhood992,0.46,0.57,0.08,0.88,0.39,0.56,0.49,0.43,0.90,0.04,0.95,0.42,0.08,0.98,0.76,0.24
neighborhood993,0.05,0.68,0.30,0.51,0.36,0.19,0.30,0.08,0.00,0.27,0.14,0.04,0.17,0.58,0.54,0.14
neighborhood994,0.45,0.22,0.53,0.59,0.92,0.69,0.02,0.58,0.48,0.15,0.78,0.33,0.08,0.50,0.59,0.76
neighborhood995,0.38,0.37,0.33,0.75,0.51,0.94,0.66,0.47,0.26,0.34,0.20,0.67,0.88,0.68,0.60,0.04
neighborhood996,0.73,0.25,0.71,0.05,0.12,0.03,0.42,0.98,0.28,0.21,0.97,0.97,0.48,0.01,0.49,0.53
neighborhood997,0.56,0.08,0.37,0.31,0.51,0.90,0.10,0.91,0.40,0.42,0.14,0.72,0.95,0.65,0.98,0.24
neighborhood998,0.42,0.02,0.61,0.35,0.94,0.66,0.96,0.62,0.32,0.80,0.95,0.95,0.03,0.54,0.97,0.56
neighborhood999,0.84,0.11,0.08,0.25,0.69,0.31,0.39,0.18,0.83,0.84,0.58,0.73,0.97,0.84,0.12,0.77
neighborhood1000,0.61,0.17,0.59,0.73,0.15,0.24,0.72,0.96,0.00,0.18,0.00,0.79,0.04,0.55,0.22,0.64
neighborhood1001,0.31,0.69,0.49,0.30,0.90,0.39,0.99,0.06,0.84,0.57,0.49,0.97,0.41,0.48,0.55,0.04
neighborhood1002,0.83,0.56,0.96,0.02,0.10,0.27,0.52,0.92,0.63,0.01,0.77,0.90,0.46,0.26,0.12,0.97
neighborhood1003,0.94,0.84,0.50,0.80,0.71,0.74,1.00,0.59,0.28,0.11,0.99,0.42,0.68,0.89,0.49,0.14
neighborhood1004,0.44,0.52,0.42,0.82,0.85,0.95,0.92,0.39,0.55,0.63,0.65,0.40,0.52,0.53,0.17,0.97
neighborhood1005,0.22,0.72,0.68,0.50,0.75,0.89,0.64,0.70,0.96,0.60,0.24,0.24,0.49,0.20,0.79,0.85
neighborhood1006,0.25,0.43,0.05,0.88,0.79,0.48,0.09,0.72,0.31,0.64,0.60,0.56,0.20,0.33,0.68,0.23
neighborhood1007,0.12,0.62,0.21,0.74,0.83,0.25,0.71,0.24,0.69,0.45,0.93,0.05,0.46,0.78,0.46,0.89
neighborhood1008,0.24,0.31,0.74,0.40,0.89,0.34,0.84,0.97,0.52,0.82,0.48,0.60,0.54,0.93,0.99,0.21
neighborhood1009,0.78,0.68,0.89,0.04,0.53,0.33,0.85,0.16,0.58,0.04,0.86,0.17,0.97,0.10,0.34,0.40
neighborhood1010,0.45,0.31,0.98,0.59,0.50,0.35,0.12,0.71,0.31,0.91,0.90,0.03,0.29,0.45,0.98,0.78
neighborhood1011,0.67,0.08,0.50,0.65,0.87,0.05,0.71,0.34,0.04,0.79,0.09,0.22,0.95,0.45,0.35,0.15
neighborhood1012,0.14,0.26,0.38,0.60,0.22,0.39,0.06,1.00,0.48,0.33,0.92,0.67,0.00,0.55,0.49,0.79
neighborhood1013,0.65,0.39,0.15,0.75,0.39,0.20,0.14,0.01,0.62,0.97,0.08,0.46,0.38,0.67,0.54,0.83
neighborhood1014,0.87,0.38,0.80,0.40,0.87,0.17,0.47,0.68,0.85,0.45,0.45,0.35,0.93,0.83,0.16,0.11
neighborhood1015,0.95,0.94,0.59,0.82,0.42,0.62,0.67,0.49,0.35,0.17,0.83,0.71,0.10,0.13,0.93,0.17
neighborhood1016,0.22,0.19,0.68,0.29,0.78,0.05,0.56,0.56,0.34,0.33,0.83,0.96,0.41,0.54,0.55,0.61
neighborhood1017,0.16,0.38,0.91,0.73,0.22,0.63,0.51,0.77,0.32,0.86,0.13,0.72,0.50,0.19,0.05,0.16
